date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:20:10	68216/68216	---MCZ	200	added ('OK')	text/html	etag:W/%225c81d488-10a78%22	http://www.dotrex.co/vertica/themes/jessie.html	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/jessie.html	(from )
01:20:11	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Apr%202019%2019:50:12%20GMT	http://www.dotrex.co/robots.txt		(from )
01:20:11	99967/99967	---MCZ	200	added ('OK')	text/css	etag:W/%225c81d536-1867f%22	http://www.dotrex.co/vertica/themes/vendor/bootstrap/css/bootstrap.min.css	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/vendor/bootstrap/css/bootstrap.min.css	(from http://www.dotrex.co/vertica/themes/jessie.html)
01:20:12	20769/20769	---MCZ	200	added ('OK')	text/css	etag:W/%225c81d545-5121%22	http://www.dotrex.co/vertica/themes/vendor/font-awesome/css/font-awesome.min.css	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/vendor/font-awesome/css/font-awesome.min.css	(from http://www.dotrex.co/vertica/themes/jessie.html)
01:20:12	5910/5910	---MCZ	200	added ('OK')	text/css	etag:W/%225c81d4e8-1716%22	http://www.dotrex.co/vertica/themes/vendor/nivo-lightbox/nivo-lightbox.css	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/vendor/nivo-lightbox/nivo-lightbox.css	(from http://www.dotrex.co/vertica/themes/jessie.html)
01:20:12	2926/2926	---MCZ	200	added ('OK')	text/css	etag:W/%225c81d56c-b6e%22	http://www.dotrex.co/vertica/themes/vendor/nivo-lightbox/themes/default/default.css	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/vendor/nivo-lightbox/themes/default/default.css	(from http://www.dotrex.co/vertica/themes/jessie.html)
01:20:12	72056/72056	---MCZ	200	added ('OK')	text/css	etag:W/%225c81d4cf-11978%22	http://www.dotrex.co/vertica/themes/vendor/animate.css	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/vendor/animate.css	(from http://www.dotrex.co/vertica/themes/jessie.html)
01:20:13	13862/13862	---MCZ	200	added ('OK')	text/css	etag:W/%225c81d494-3626%22	http://www.dotrex.co/vertica/themes/css/styles.css	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/css/styles.css	(from http://www.dotrex.co/vertica/themes/jessie.html)
01:20:13	5255/5255	---MCZ	200	added ('OK')	text/css	etag:W/%225c81d4de-1487%22	http://www.dotrex.co/vertica/themes/css/themes/jessie.css	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/css/themes/jessie.css	(from http://www.dotrex.co/vertica/themes/jessie.html)
01:20:13	1150/1150	---M--	200	added ('OK')	image/x-icon	etag:%225c81d487-47e%22	http://www.dotrex.co/vertica/themes/favicon-vertica.ico	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/favicon-vertica.ico	(from http://www.dotrex.co/vertica/themes/jessie.html)
01:20:13	2304/2304	---M--	200	added ('OK')	image/png	etag:%225c81d486-900%22	http://www.dotrex.co/vertica/themes/apple-touch-icon-144.png	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/apple-touch-icon-144.png	(from http://www.dotrex.co/vertica/themes/jessie.html)
01:20:14	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Apr%202019%2019:50:15%20GMT	http://www.dotrex.co/vertica/themes/apple-touch-icon-114-precomposed.png	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/apple-touch-icon-114-precomposed.png	(from http://www.dotrex.co/vertica/themes/jessie.html)
01:20:14	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Apr%202019%2019:50:16%20GMT	https://www.dotrex.co/vertica/themes/apple-touch-icon-114-precomposed.png	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/apple-touch-icon-114-precomposed.b.delayed	(from http://www.dotrex.co/vertica/themes/jessie.html)
01:20:15	26302/26302	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2030%20Apr%202019%2019:50:17%20GMT	https://dotrex.co/vertica/themes/apple-touch-icon-114-precomposed.png	C:/Users/ASUS/Desktop/Cv/dotrex.co/vertica/themes/apple-touch-icon-114-precomposed.c.delayed	(from http://www.dotrex.co/vertica/themes/jessie.html)
01:20:16	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Apr%202019%2019:50:17%20GMT	http://www.dotrex.co/vertica/themes/apple-touch-icon-72-precomposed.png	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/apple-touch-icon-72-precomposed.png	(from http://www.dotrex.co/vertica/themes/jessie.html)
01:20:16	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Apr%202019%2019:50:18%20GMT	https://www.dotrex.co/vertica/themes/apple-touch-icon-72-precomposed.png	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/apple-touch-icon-72-precomposed.png	(from http://www.dotrex.co/vertica/themes/jessie.html)
01:20:16	26302/26302	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2030%20Apr%202019%2019:50:18%20GMT	https://dotrex.co/vertica/themes/apple-touch-icon-72-precomposed.png	C:/Users/ASUS/Desktop/Cv/dotrex.co/vertica/themes/apple-touch-icon-72-precomposed.png	(from http://www.dotrex.co/vertica/themes/jessie.html)
01:20:16	1641/1641	---M--	200	added ('OK')	image/png	etag:%225c81d486-669%22	http://www.dotrex.co/vertica/themes/apple-touch-icon-57.png	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/apple-touch-icon-57.png	(from http://www.dotrex.co/vertica/themes/jessie.html)
01:20:21	48193/48193	---M--	200	added ('OK')	image/jpeg	etag:%225c81d49c-bc41%22	http://www.dotrex.co/vertica/themes/img/avatar-jessie.jpg	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/img/avatar-jessie.jpg	(from http://www.dotrex.co/vertica/themes/jessie.html)
01:20:29	67206/67206	---M--	200	added ('OK')	image/jpeg	etag:%225c81d4ad-10686%22	http://www.dotrex.co/vertica/themes/img/portfolio-item2-photo-thumb.jpg	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/img/portfolio-item2-photo-thumb.jpg	(from http://www.dotrex.co/vertica/themes/jessie.html)
01:20:37	97354/97354	---M--	200	added ('OK')	image/jpeg	etag:%225c81d4af-17c4a%22	http://www.dotrex.co/vertica/themes/img/portfolio-item3-photo-thumb.jpg	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/img/portfolio-item3-photo-thumb.jpg	(from http://www.dotrex.co/vertica/themes/jessie.html)
01:20:42	157321/157321	---M--	200	added ('OK')	image/jpeg	etag:%225c81d4ab-26689%22	http://www.dotrex.co/vertica/themes/img/portfolio-item1-photo-thumb.jpg	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/img/portfolio-item1-photo-thumb.jpg	(from http://www.dotrex.co/vertica/themes/jessie.html)
01:20:43	81318/81318	---M--	200	added ('OK')	image/jpeg	etag:%225c81d4b2-13da6%22	http://www.dotrex.co/vertica/themes/img/portfolio-item4-photo-thumb.jpg	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/img/portfolio-item4-photo-thumb.jpg	(from http://www.dotrex.co/vertica/themes/jessie.html)
01:20:48	198014/198014	---M--	200	added ('OK')	image/jpeg	etag:%225c81d4ad-3057e%22	http://www.dotrex.co/vertica/themes/img/portfolio-item2-photo-zoom.jpg	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/img/portfolio-item2-photo-zoom.jpg	(from http://www.dotrex.co/vertica/themes/jessie.html)
01:20:55	79339/79339	---M--	200	added ('OK')	image/jpeg	etag:%225c81d4b4-135eb%22	http://www.dotrex.co/vertica/themes/img/portfolio-item5-photo-thumb.jpg	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/img/portfolio-item5-photo-thumb.jpg	(from http://www.dotrex.co/vertica/themes/jessie.html)
01:21:09	157245/157245	---M--	200	added ('OK')	image/jpeg	etag:%225c81d4b6-2663d%22	http://www.dotrex.co/vertica/themes/img/portfolio-item6-photo-thumb.jpg	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/img/portfolio-item6-photo-thumb.jpg	(from http://www.dotrex.co/vertica/themes/jessie.html)
01:21:13	227463/227463	---M--	200	added ('OK')	image/jpeg	etag:%225c81d4b4-37887%22	http://www.dotrex.co/vertica/themes/img/portfolio-item5-photo-zoom.jpg	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/img/portfolio-item5-photo-zoom.jpg	(from http://www.dotrex.co/vertica/themes/jessie.html)
01:21:15	164221/164221	---M--	200	added ('OK')	image/jpeg	etag:%225c81d4b9-2817d%22	http://www.dotrex.co/vertica/themes/img/portfolio-item7-photo-zoom.jpg	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/img/portfolio-item7-photo-zoom.jpg	(from http://www.dotrex.co/vertica/themes/jessie.html)
01:21:17	29115/29115	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c81d53f-71bb%22	http://www.dotrex.co/vertica/themes/vendor/bootstrap/js/bootstrap.min.js	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/vendor/bootstrap/js/bootstrap.min.js	(from http://www.dotrex.co/vertica/themes/jessie.html)
01:21:18	5555/5555	---MCZ	200	added ('OK')	application/javascript	etag:W/%225afd494c-15b3%22	http://cdnjs.cloudflare.com/ajax/libs/jquery-easing/1.3/jquery.easing.min.js	C:/Users/ASUS/Desktop/Cv/cdnjs.cloudflare.com/ajax/libs/jquery-easing/1.3/jquery.easing.min.js	(from http://www.dotrex.co/vertica/themes/jessie.html)
01:21:19	2784/2784	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c81d4d1-ae0%22	http://www.dotrex.co/vertica/themes/vendor/jquery.mousewheel.min.js	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/vendor/jquery.mousewheel.min.js	(from http://www.dotrex.co/vertica/themes/jessie.html)
01:21:22	56989/56989	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c81d4d1-de9d%22	http://www.dotrex.co/vertica/themes/vendor/jquery.nicescroll.min.js	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/vendor/jquery.nicescroll.min.js	(from http://www.dotrex.co/vertica/themes/jessie.html)
01:21:23	3012/3012	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c81d4d2-bc4%22	http://www.dotrex.co/vertica/themes/vendor/jquery.nicescroll.plus.js	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/vendor/jquery.nicescroll.plus.js	(from http://www.dotrex.co/vertica/themes/jessie.html)
01:21:24	8051/8051	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c81d4d3-1f73%22	http://www.dotrex.co/vertica/themes/vendor/waypoints.min.js	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/vendor/waypoints.min.js	(from http://www.dotrex.co/vertica/themes/jessie.html)
01:21:24	104736/104736	---M--	200	added ('OK')	image/jpeg	etag:%225c81d4bb-19920%22	http://www.dotrex.co/vertica/themes/img/portfolio-item8-photo-thumb.jpg	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/img/portfolio-item8-photo-thumb.jpg	(from http://www.dotrex.co/vertica/themes/jessie.html)
01:21:25	7630/7630	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c81d4e9-1dce%22	http://www.dotrex.co/vertica/themes/vendor/nivo-lightbox/nivo-lightbox.min.js	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/vendor/nivo-lightbox/nivo-lightbox.min.js	(from http://www.dotrex.co/vertica/themes/jessie.html)
01:21:26	19368/19368	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c81d4d0-4ba8%22	http://www.dotrex.co/vertica/themes/vendor/jquery.bxslider.min.js	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/vendor/jquery.bxslider.min.js	(from http://www.dotrex.co/vertica/themes/jessie.html)
01:21:26	21652/21652	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c81d4d2-5494%22	http://www.dotrex.co/vertica/themes/vendor/jquery.validate.min.js	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/vendor/jquery.validate.min.js	(from http://www.dotrex.co/vertica/themes/jessie.html)
01:21:27	4640/4640	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c81d4d3-1220%22	http://www.dotrex.co/vertica/themes/vendor/placeholders.jquery.min.js	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/vendor/placeholders.jquery.min.js	(from http://www.dotrex.co/vertica/themes/jessie.html)
01:21:27	1074/1074	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c81d4ca-432%22	http://www.dotrex.co/vertica/themes/js/cross-browser.js	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/js/cross-browser.js	(from http://www.dotrex.co/vertica/themes/jessie.html)
01:21:28	4607/4607	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c81d4ca-11ff%22	http://www.dotrex.co/vertica/themes/js/main.js	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/js/main.js	(from http://www.dotrex.co/vertica/themes/jessie.html)
01:21:28	96381/96381	---MC-	200	added ('OK')	text/javascript	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/1.11.0/jquery.min.js	C:/Users/ASUS/Desktop/Cv/ajax.googleapis.com/ajax/libs/jquery/1.11.0/jquery.min.js	(from http://www.dotrex.co/vertica/themes/jessie.html)
01:21:33	20335/20335	---MC-	200	added ('OK')	application/vnd.ms-fontobject	etag:%224f6f-5838c17df565e%22	http://www.dotrex.co/vertica/themes/vendor/bootstrap/fonts/glyphicons-halflings-regular.eot	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/vendor/bootstrap/fonts/glyphicons-halflings-regular.eot	(from http://www.dotrex.co/vertica/themes/vendor/bootstrap/css/bootstrap.min.css)
01:21:34	23320/23320	---MC-	200	added ('OK')	application/font-woff	etag:%225b18-5838c17f04e2e%22	http://www.dotrex.co/vertica/themes/vendor/bootstrap/fonts/glyphicons-halflings-regular.woff	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/vendor/bootstrap/fonts/glyphicons-halflings-regular.woff	(from http://www.dotrex.co/vertica/themes/vendor/bootstrap/css/bootstrap.min.css)
01:21:35	63155/63155	---M--	200	added ('OK')	image/svg+xml	etag:%225c81d53a-f6b3%22	http://www.dotrex.co/vertica/themes/vendor/bootstrap/fonts/glyphicons-halflings-regular.svg	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/vendor/bootstrap/fonts/glyphicons-halflings-regular.svg	(from http://www.dotrex.co/vertica/themes/vendor/bootstrap/css/bootstrap.min.css)
01:21:35	44130/44130	---MC-	200	added ('OK')	text/javascript	date:Wed,%2016%20Jan%202019%2020:01:45%20GMT	http://www.google-analytics.com/analytics.js	C:/Users/ASUS/Desktop/Cv/www.google-analytics.com/analytics.js	(from http://www.dotrex.co/vertica/themes/jessie.html)
01:21:39	337170/337170	---M--	200	added ('OK')	image/jpeg	etag:%225c81d4bb-52512%22	http://www.dotrex.co/vertica/themes/img/portfolio-item8-photo-zoom.jpg	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/img/portfolio-item8-photo-zoom.jpg	(from http://www.dotrex.co/vertica/themes/jessie.html)
01:21:41	41280/41280	---MC-	200	added ('OK')	application/font-sfnt	etag:%22a140-5838c17ed120b%22	http://www.dotrex.co/vertica/themes/vendor/bootstrap/fonts/glyphicons-halflings-regular.ttf	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/vendor/bootstrap/fonts/glyphicons-halflings-regular.ttf	(from http://www.dotrex.co/vertica/themes/vendor/bootstrap/css/bootstrap.min.css)
01:21:44	253990/253990	---M--	200	added ('OK')	image/svg+xml	etag:%225c81d54a-3e026%22	http://www.dotrex.co/vertica/themes/vendor/font-awesome/fonts/fontawesome-webfont.svg?v=4.1.0	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/vendor/font-awesome/fonts/fontawesome-webfont862f.svg	(from http://www.dotrex.co/vertica/themes/vendor/font-awesome/css/font-awesome.min.css)
01:21:45	7303/7303	---M--	200	added ('OK')	image/gif	etag:%225c81d56c-1c87%22	http://www.dotrex.co/vertica/themes/vendor/nivo-lightbox/themes/default/loading.gif	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/vendor/nivo-lightbox/themes/default/loading.gif	(from http://www.dotrex.co/vertica/themes/vendor/nivo-lightbox/themes/default/default.css)
01:21:46	3184/3184	---M--	200	added ('OK')	image/png	etag:%225c81d56e-c70%22	http://www.dotrex.co/vertica/themes/vendor/nivo-lightbox/themes/default/prev.png	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/vendor/nivo-lightbox/themes/default/prev.png	(from http://www.dotrex.co/vertica/themes/vendor/nivo-lightbox/themes/default/default.css)
01:21:47	3193/3193	---M--	200	added ('OK')	image/png	etag:%225c81d56d-c79%22	http://www.dotrex.co/vertica/themes/vendor/nivo-lightbox/themes/default/next.png	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/vendor/nivo-lightbox/themes/default/next.png	(from http://www.dotrex.co/vertica/themes/vendor/nivo-lightbox/themes/default/default.css)
01:21:48	2949/2949	---M--	200	added ('OK')	image/png	etag:%225c81d56b-b85%22	http://www.dotrex.co/vertica/themes/vendor/nivo-lightbox/themes/default/close.png	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/vendor/nivo-lightbox/themes/default/close.png	(from http://www.dotrex.co/vertica/themes/vendor/nivo-lightbox/themes/default/default.css)
01:21:50	72449/72449	---MC-	200	added ('OK')	application/vnd.ms-fontobject	etag:%2211b01-5838c18c7b396%22	http://www.dotrex.co/vertica/themes/vendor/font-awesome/fonts/fontawesome-webfont.eot?v=4.1.0	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/vendor/font-awesome/fonts/fontawesome-webfont862f.eot	(from http://www.dotrex.co/vertica/themes/vendor/font-awesome/css/font-awesome.min.css)
01:21:50	72449/72449	---MC-	200	added ('OK')	application/vnd.ms-fontobject	etag:%2211b01-5838c18c7b396%22	http://www.dotrex.co/vertica/themes/vendor/font-awesome/fonts/fontawesome-webfont.eot?	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/vendor/font-awesome/fonts/fontawesome-webfontd41d.eot	(from http://www.dotrex.co/vertica/themes/vendor/font-awesome/css/font-awesome.min.css)
01:21:50	18134/18134	---M--	200	added ('OK')	image/gif	etag:%225c81d56d-46d6%22	http://www.dotrex.co/vertica/themes/vendor/nivo-lightbox/themes/default/loading@2x.gif	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/vendor/nivo-lightbox/themes/default/loading@2x.gif	(from http://www.dotrex.co/vertica/themes/vendor/nivo-lightbox/themes/default/default.css)
01:21:51	4224/4224	---M--	200	added ('OK')	image/png	etag:%225c81d56f-1080%22	http://www.dotrex.co/vertica/themes/vendor/nivo-lightbox/themes/default/prev@2x.png	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/vendor/nivo-lightbox/themes/default/prev@2x.png	(from http://www.dotrex.co/vertica/themes/vendor/nivo-lightbox/themes/default/default.css)
01:21:51	4235/4235	---M--	200	added ('OK')	image/png	etag:%225c81d56e-108b%22	http://www.dotrex.co/vertica/themes/vendor/nivo-lightbox/themes/default/next@2x.png	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/vendor/nivo-lightbox/themes/default/next@2x.png	(from http://www.dotrex.co/vertica/themes/vendor/nivo-lightbox/themes/default/default.css)
01:21:52	3003/3003	---M--	200	added ('OK')	image/png	etag:%225c81d4a9-bbb%22	http://www.dotrex.co/vertica/themes/img/paper-bg2.png	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/img/paper-bg2.png	(from http://www.dotrex.co/vertica/themes/css/styles.css)
01:21:52	3443/3443	---M--	200	added ('OK')	image/png	etag:%225c81d4a7-d73%22	http://www.dotrex.co/vertica/themes/img/paper-bg-bot.png	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/img/paper-bg-bot.png	(from http://www.dotrex.co/vertica/themes/css/styles.css)
01:21:52	1067/1067	---M--	200	added ('OK')	image/png	etag:%225c81d4c6-42b%22	http://www.dotrex.co/vertica/themes/img/timeline-bg.png	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/img/timeline-bg.png	(from http://www.dotrex.co/vertica/themes/css/styles.css)
01:21:52	83760/83760	---MC-	200	added ('OK')	application/font-woff	etag:%2214730-5838c18d8caa6%22	http://www.dotrex.co/vertica/themes/vendor/font-awesome/fonts/fontawesome-webfont.woff?v=4.1.0	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/vendor/font-awesome/fonts/fontawesome-webfont862f.woff	(from http://www.dotrex.co/vertica/themes/vendor/font-awesome/css/font-awesome.min.css)
01:21:52	1093/1093	---M--	200	added ('OK')	image/png	etag:%225c81d4be-445%22	http://www.dotrex.co/vertica/themes/img/progress-bar.png	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/img/progress-bar.png	(from http://www.dotrex.co/vertica/themes/css/styles.css)
01:21:53	7913/7913	---M--	200	added ('OK')	image/png	etag:%225c81d4c2-1ee9%22	http://www.dotrex.co/vertica/themes/img/progress-point.png	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/img/progress-point.png	(from http://www.dotrex.co/vertica/themes/css/styles.css)
01:21:54	8570/8570	---M--	200	added ('OK')	image/png	etag:%225c81d4c5-217a%22	http://www.dotrex.co/vertica/themes/img/progress-work3.png	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/img/progress-work3.png	(from http://www.dotrex.co/vertica/themes/css/styles.css)
01:21:55	5799/5799	---M--	200	added ('OK')	image/png	etag:%225c81d4c4-16a7%22	http://www.dotrex.co/vertica/themes/img/progress-section-title3.png	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/img/progress-section-title3.png	(from http://www.dotrex.co/vertica/themes/css/styles.css)
01:21:55	8804/8804	---M--	200	added ('OK')	image/png	etag:%225c81d4c1-2264%22	http://www.dotrex.co/vertica/themes/img/progress-mail3.png	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/img/progress-mail3.png	(from http://www.dotrex.co/vertica/themes/css/styles.css)
01:22:47	318074/318074	---M--	200	added ('OK')	image/jpeg	etag:%225c81d4b0-4da7a%22	http://www.dotrex.co/vertica/themes/img/portfolio-item3-photo-zoom.jpg	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/img/portfolio-item3-photo-zoom.jpg	(from http://www.dotrex.co/vertica/themes/jessie.html)
01:23:05	477266/477266	---M--	200	added ('OK')	image/jpeg	etag:%225c81d4a0-74852%22	http://www.dotrex.co/vertica/themes/img/background2.jpg	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/img/background2.jpg	(from http://www.dotrex.co/vertica/themes/css/styles.css)
01:23:14	491713/491713	---M--	200	added ('OK')	image/jpeg	etag:%225c81d4ab-780c1%22	http://www.dotrex.co/vertica/themes/img/portfolio-item1-photo-zoom.jpg	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/img/portfolio-item1-photo-zoom.jpg	(from http://www.dotrex.co/vertica/themes/jessie.html)
01:23:23	222098/222098	---M--	200	added ('OK')	image/jpeg	etag:%225c81d4b2-36392%22	http://www.dotrex.co/vertica/themes/img/portfolio-item4-photo-zoom.jpg	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/img/portfolio-item4-photo-zoom.jpg	(from http://www.dotrex.co/vertica/themes/jessie.html)
01:23:24	60438/60438	---M--	200	added ('OK')	image/jpeg	etag:%225c81d4b8-ec16%22	http://www.dotrex.co/vertica/themes/img/portfolio-item7-photo-thumb.jpg	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/img/portfolio-item7-photo-thumb.jpg	(from http://www.dotrex.co/vertica/themes/jessie.html)
01:23:26	3097/3097	---M--	200	added ('OK')	image/png	etag:%225c81d56b-c19%22	http://www.dotrex.co/vertica/themes/vendor/nivo-lightbox/themes/default/close@2x.png	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/vendor/nivo-lightbox/themes/default/close@2x.png	(from http://www.dotrex.co/vertica/themes/vendor/nivo-lightbox/themes/default/default.css)
01:23:28	8392/8392	---M--	200	added ('OK')	image/png	etag:%225c81d4c0-20c8%22	http://www.dotrex.co/vertica/themes/img/progress-education4.png	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/img/progress-education4.png	(from http://www.dotrex.co/vertica/themes/css/styles.css)
01:23:28	20335/20335	---MC-	200	added ('OK')	application/vnd.ms-fontobject	etag:%224f6f-5838c17df565e%22	http://www.dotrex.co/vertica/themes/vendor/bootstrap/fonts/glyphicons-halflings-regular.eot?	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/vendor/bootstrap/fonts/glyphicons-halflings-regulard41d.eot	(from http://www.dotrex.co/vertica/themes/vendor/bootstrap/css/bootstrap.min.css)
01:23:56	490894/490894	---M--	200	added ('OK')	image/jpeg	etag:%225c81d4b7-77d8e%22	http://www.dotrex.co/vertica/themes/img/portfolio-item6-photo-zoom.jpg	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/img/portfolio-item6-photo-zoom.jpg	(from http://www.dotrex.co/vertica/themes/jessie.html)
01:24:35	1903990/1903990	---M--	200	added ('OK')	image/jpeg	etag:%225c81d4aa-1d0d76%22	http://www.dotrex.co/vertica/themes/img/jessie-bg.jpg	C:/Users/ASUS/Desktop/Cv/www.dotrex.co/vertica/themes/img/jessie-bg.jpg	(from http://www.dotrex.co/vertica/themes/css/themes/jessie.css)
